Variable,MSE,MAE,RMSE,MAPE,Accuracy
GDP,5.9593974205175435,1.9769386351108547,2.441187706940526,40.7390534469419,59.2609465530581
CPI,1.7606693769042705,1.1389106512069702,1.3269021730724049,42.28481982036131,57.71518017963869
UNRATE,0.6620994462093039,0.5267325907945632,0.813694934363797,22.495274695382157,77.50472530461784
IR,1.171141007261241,0.7157495617866516,1.082192684904699,14.978873181966396,85.02112681803361
BOP,184.70393122033002,11.061912017837166,13.590582445956098,178.11221186670386,-78.11221186670386
